dataset_id,site_name,site_property,value
ANBG_2019,site_at_-41.9783_degS_and_146.3742_degE,latitude (deg),-41.9783
ANBG_2019,site_at_-41.9783_degS_and_146.3742_degE,longitude (deg),146.3742
ANBG_2019,site_at_-41.9783_degS_and_146.3742_degE,collector,"Clifton, E.J."
ANBG_2019,site_at_-41.9783_degS_and_146.3742_degE,locality,"Gowan Brae (Tasmanian Aboriginal Council property), Johnsons Lagoon."
ANBG_2019,site_at_-41.9794_degS_and_146.3719_degE,latitude (deg),-41.9794
ANBG_2019,site_at_-41.9794_degS_and_146.3719_degE,longitude (deg),146.3719
ANBG_2019,site_at_-41.9794_degS_and_146.3719_degE,collector,"Clifton, E.J."
ANBG_2019,site_at_-41.9794_degS_and_146.3719_degE,locality,"Gowan Brae (Tasmanian Aboriginal Council property), Johnsons Lagoon."
ANBG_2019,site_at_-41.9839_degS_and_146.4767_degE,latitude (deg),-41.9839
ANBG_2019,site_at_-41.9839_degS_and_146.4767_degE,longitude (deg),146.4767
ANBG_2019,site_at_-41.9839_degS_and_146.4767_degE,collector,"Clifton, E.J."
ANBG_2019,site_at_-41.9839_degS_and_146.4767_degE,locality,"Gowan Brae (Tasmanian Aboriginal Council property), north-east corner of Circular Marsh."
ANBG_2019,site_at_-41.9839_degS_and_146.4769_degE,latitude (deg),-41.9839
ANBG_2019,site_at_-41.9839_degS_and_146.4769_degE,longitude (deg),146.4769
ANBG_2019,site_at_-41.9839_degS_and_146.4769_degE,collector,"Clifton, E.J."
ANBG_2019,site_at_-41.9839_degS_and_146.4769_degE,locality,"Gowan Brae (Tasmanian Aboriginal Council property), north-east corner of Circular Marsh."
ANBG_2019,site_at_-41.9842_degS_and_146.41_degE,latitude (deg),-41.9842
ANBG_2019,site_at_-41.9842_degS_and_146.41_degE,longitude (deg),146.41
ANBG_2019,site_at_-41.9842_degS_and_146.41_degE,collector,"Clifton, E.J."
ANBG_2019,site_at_-41.9842_degS_and_146.41_degE,locality,"Gowan Brae (Tasmanian Aboriginal Council property), unnamed marsh draining into Little River."
ANBG_2019,site_at_-42_degS_and_146.75_degE,latitude (deg),-42
ANBG_2019,site_at_-42_degS_and_146.75_degE,longitude (deg),146.75
ANBG_2019,site_at_-42_degS_and_146.75_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-42_degS_and_146.75_degE,locality,Shannon
ANBG_2019,site_at_-42.0167_degS_and_146.4844_degE,latitude (deg),-42.0167
ANBG_2019,site_at_-42.0167_degS_and_146.4844_degE,longitude (deg),146.4844
ANBG_2019,site_at_-42.0167_degS_and_146.4844_degE,collector,"Clifton, E.J."
ANBG_2019,site_at_-42.0167_degS_and_146.4844_degE,locality,"Roscarborough (Tasmanian Land Conservancy property), unnamed marsh, north end on property."
ANBG_2019,site_at_-42.0875_degS_and_146.3208_degE,latitude (deg),-42.0875
ANBG_2019,site_at_-42.0875_degS_and_146.3208_degE,longitude (deg),146.3208
ANBG_2019,site_at_-42.0875_degS_and_146.3208_degE,collector,"Edwards, D."
ANBG_2019,site_at_-42.0875_degS_and_146.3208_degE,locality,"Clarence Lagoon, adjacent to Clarence River at exit of lagoon, Central Highlands."
ANBG_2019,site_at_-42.1_degS_and_146.3167_degE,latitude (deg),-42.1
ANBG_2019,site_at_-42.1_degS_and_146.3167_degE,longitude (deg),146.3167
ANBG_2019,site_at_-42.1_degS_and_146.3167_degE,collector,"Barnes, R."
ANBG_2019,site_at_-42.1_degS_and_146.3167_degE,locality,"Central Plateau. 600 m from Clarence Lagoon, SW of where it enters Clarence River. On old road from Lyell Highway."
ANBG_2019,site_at_-42.1333_degS_and_146.75_degE,latitude (deg),-42.1333
ANBG_2019,site_at_-42.1333_degS_and_146.75_degE,longitude (deg),146.75
ANBG_2019,site_at_-42.1333_degS_and_146.75_degE,collector,"Richardson, M.M."
ANBG_2019,site_at_-42.1333_degS_and_146.75_degE,locality,"edge of Ouse River, 500 m downstream from power station at Waddamana."
ANBG_2019,site_at_-42.15_degS_and_148.2833_degE,latitude (deg),-42.15
ANBG_2019,site_at_-42.15_degS_and_148.2833_degE,longitude (deg),148.2833
ANBG_2019,site_at_-42.15_degS_and_148.2833_degE,collector,"Davies, F.E."
ANBG_2019,site_at_-42.15_degS_and_148.2833_degE,locality,"Freycinet National Park, Hazards Beach Track."
ANBG_2019,site_at_-42.2333_degS_and_145.45_degE,latitude (deg),-42.2333
ANBG_2019,site_at_-42.2333_degS_and_145.45_degE,longitude (deg),145.45
ANBG_2019,site_at_-42.2333_degS_and_145.45_degE,collector,"Barnes, R."
ANBG_2019,site_at_-42.2333_degS_and_145.45_degE,locality,"West. 4.5 km SSE of Teepookana Bridge, Teepookana Forest Reserve/Plateau, near Strahan."
ANBG_2019,site_at_-42.6667_degS_and_146.6167_degE,latitude (deg),-42.6667
ANBG_2019,site_at_-42.6667_degS_and_146.6167_degE,longitude (deg),146.6167
ANBG_2019,site_at_-42.6667_degS_and_146.6167_degE,collector,"Edwards, D."
ANBG_2019,site_at_-42.6667_degS_and_146.6167_degE,locality,"Lake Fenton, Mt Field National Park. Grid ref 469250E, 5274900N. Tyenna 1100,000 Map Sheet. 1100,000 Map Sheet."
ANBG_2019,site_at_-42.6861_degS_and_146.5944_degE,latitude (deg),-42.6861
ANBG_2019,site_at_-42.6861_degS_and_146.5944_degE,longitude (deg),146.5944
ANBG_2019,site_at_-42.6861_degS_and_146.5944_degE,collector,"Barnes, R."
ANBG_2019,site_at_-42.6861_degS_and_146.5944_degE,locality,"Lake Dobson, 200m N along the Urquhart track towards ski huts, Mt Field National Park. Grid ref 466300E, 5274100N, 125000 Dobson."
ANBG_2019,site_at_-42.75_degS_and_147.8167_degE,latitude (deg),-42.75
ANBG_2019,site_at_-42.75_degS_and_147.8167_degE,longitude (deg),147.8167
ANBG_2019,site_at_-42.75_degS_and_147.8167_degE,collector,"Burns, R."
ANBG_2019,site_at_-42.75_degS_and_147.8167_degE,locality,"N of Kellivie, 1 km along Franklins Road, by Hospital Creek, S side of road."
ANBG_2019,site_at_-42.8722_degS_and_146.2333_degE,latitude (deg),-42.8722
ANBG_2019,site_at_-42.8722_degS_and_146.2333_degE,longitude (deg),146.2333
ANBG_2019,site_at_-42.8722_degS_and_146.2333_degE,collector,"Barnes, R."
ANBG_2019,site_at_-42.8722_degS_and_146.2333_degE,locality,"SW Tasmania. Between Lakes Pedder and Gordon. At the summit of The Sentinels adjacent to track, near the rock ledge to the left."
ANBG_2019,site_at_-43.1833_degS_and_147.8667_degE,latitude (deg),-43.1833
ANBG_2019,site_at_-43.1833_degS_and_147.8667_degE,longitude (deg),147.8667
ANBG_2019,site_at_-43.1833_degS_and_147.8667_degE,collector,"Davies, F.E."
ANBG_2019,site_at_-43.1833_degS_and_147.8667_degE,locality,"Remarkable Cave Beach, 4.5 km directly S of Port Arthur."
ANBG_2019,site_at_-43.1969_degS_and_146.7669_degE,latitude (deg),-43.1969
ANBG_2019,site_at_-43.1969_degS_and_146.7669_degE,longitude (deg),146.7669
ANBG_2019,site_at_-43.1969_degS_and_146.7669_degE,collector,"Marges, J.D."
ANBG_2019,site_at_-43.1969_degS_and_146.7669_degE,locality,"Ca. 2.5 km down road from Hartz Mountain Peak Trail carpark, Hartz Mountain National Park."
ANBG_2019,site_at_-43.2833_degS_and_146.6167_degE,latitude (deg),-43.2833
ANBG_2019,site_at_-43.2833_degS_and_146.6167_degE,longitude (deg),146.6167
ANBG_2019,site_at_-43.2833_degS_and_146.6167_degE,collector,"Burns, R."
ANBG_2019,site_at_-43.2833_degS_and_146.6167_degE,locality,"Foot-track to Lake Sydney, above Pine Lake."
ANBG_2019,site_at_-53.0083_degS_and_73.4125_degE,latitude (deg),-53.0083
ANBG_2019,site_at_-53.0083_degS_and_73.4125_degE,longitude (deg),73.4125
ANBG_2019,site_at_-53.0083_degS_and_73.4125_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-53.0083_degS_and_73.4125_degE,locality,Azorella Peninsula.
ANBG_2019,site_at_-53.0167_degS_and_73.4083_degE,latitude (deg),-53.0167
ANBG_2019,site_at_-53.0167_degS_and_73.4083_degE,longitude (deg),73.4083
ANBG_2019,site_at_-53.0167_degS_and_73.4083_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-53.0167_degS_and_73.4083_degE,locality,"Walrus Beach, Azorella Peninsula."
ANBG_2019,site_at_-53.1417_degS_and_73.7194_degE,latitude (deg),-53.1417
ANBG_2019,site_at_-53.1417_degS_and_73.7194_degE,longitude (deg),73.7194
ANBG_2019,site_at_-53.1417_degS_and_73.7194_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-53.1417_degS_and_73.7194_degE,locality,"Spit Bay, Azorella Peninsula."
ANBG_2019,site_at_-54.5167_degS_and_158.9167_degE,latitude (deg),-54.5167
ANBG_2019,site_at_-54.5167_degS_and_158.9167_degE,longitude (deg),158.9167
ANBG_2019,site_at_-54.5167_degS_and_158.9167_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-54.5167_degS_and_158.9167_degE,locality,Nuggets Rookery
ANBG_2019,site_at_-54.5333_degS_and_158.9333_degE,latitude (deg),-54.5333
ANBG_2019,site_at_-54.5333_degS_and_158.9333_degE,longitude (deg),158.9333
ANBG_2019,site_at_-54.5333_degS_and_158.9333_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-54.5333_degS_and_158.9333_degE,locality,Mt. Elder
ANBG_2019,site_at_-54.55_degS_and_158.8667_degE,latitude (deg),-54.55
ANBG_2019,site_at_-54.55_degS_and_158.8667_degE,longitude (deg),158.8667
ANBG_2019,site_at_-54.55_degS_and_158.8667_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-54.55_degS_and_158.8667_degE,locality,West of Bauer Creek
ANBG_2019,site_at_-54.6167_degS_and_158.8833_degE,latitude (deg),-54.6167
ANBG_2019,site_at_-54.6167_degS_and_158.8833_degE,longitude (deg),158.8833
ANBG_2019,site_at_-54.6167_degS_and_158.8833_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-54.6167_degS_and_158.8833_degE,locality,Green Gorge Basin
ANBG_2019,site_at_-54.6475_degS_and_158.82_degE,latitude (deg),-54.6475
ANBG_2019,site_at_-54.6475_degS_and_158.82_degE,longitude (deg),158.82
ANBG_2019,site_at_-54.6475_degS_and_158.82_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-54.6475_degS_and_158.82_degE,locality,Davis Pt.
ANBG_2019,"The Needles, South-west Tasmania. Grid ref 526880E, 4555430N. Wedge 1100,000 Map Sheet",latitude (deg),NA
ANBG_2019,"The Needles, South-west Tasmania. Grid ref 526880E, 4555430N. Wedge 1100,000 Map Sheet",longitude (deg),NA
ANBG_2019,"The Needles, South-west Tasmania. Grid ref 526880E, 4555430N. Wedge 1100,000 Map Sheet",collector,"Edwards, D."
ANBG_2019,"The Needles, South-west Tasmania. Grid ref 526880E, 4555430N. Wedge 1100,000 Map Sheet",locality,"The Needles, South-west Tasmania. Grid ref 526880E, 4555430N. Wedge 1100,000 Map Sheet."
ANBG_2019,Uluru - Kata Tjuta National Park.,latitude (deg),NA
ANBG_2019,Uluru - Kata Tjuta National Park.,longitude (deg),NA
ANBG_2019,Uluru - Kata Tjuta National Park.,collector,"Bennison, K."
ANBG_2019,Uluru - Kata Tjuta National Park.,locality,Uluru - Kata Tjuta National Park.
ANBG_2019,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between,latitude (deg),NA
ANBG_2019,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between,longitude (deg),NA
ANBG_2019,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between,collector,ANBG Nursery
ANBG_2019,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between,locality,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.
ANBG_2019,without locality,latitude (deg),NA
ANBG_2019,without locality,longitude (deg),NA
ANBG_2019,without locality,collector,Unspecified collector of live material
ANBG_2019,without locality,locality,without locality
Angevin_2011,Woohlpooer State Forest,description,Red Gum forests in western Victoria
Angevin_2011,Woohlpooer State Forest,latitude (deg),-37.33
Angevin_2011,Woohlpooer State Forest,longitude (deg),142.15
Angevin_2011,Woohlpooer State Forest,notes,"Most of the data was collected in Woohlpooer SF, but some data were collected in Red Gum forests in two nearby western Victoria locations, Glen Isla S.F and Cherrypool S.F"
Baker_2019,Bogangar -28.3303611_and_153.5519444,description,"North-facing slope ~100m south of Clothiers Creek Road, Cudgen Nature Reserve, Bogangar.  Eucalyptus dominated dry sclerophyll forest on metasediments."
Baker_2019,Bogangar -28.3303611_and_153.5519444,latitude (deg),-28.3303611
Baker_2019,Bogangar -28.3303611_and_153.5519444,longitude (deg),153.5519444
Baker_2019,Broken Head -28.6463611_and_153.6273333,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.6463611_and_153.6273333,latitude (deg),-28.6463611
Baker_2019,Broken Head -28.6463611_and_153.6273333,longitude (deg),153.6273333
Baker_2019,Broken Head -28.7429217_and_153.5982664,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7429217_and_153.5982664,latitude (deg),-28.7429217
Baker_2019,Broken Head -28.7429217_and_153.5982664,longitude (deg),153.5982664
Baker_2019,Broken Head -28.7431047_and_153.60138,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7431047_and_153.60138,latitude (deg),-28.7431047
Baker_2019,Broken Head -28.7431047_and_153.60138,longitude (deg),153.60138
Baker_2019,Broken Head -28.7431497_and_153.6009664,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7431497_and_153.6009664,latitude (deg),-28.7431497
Baker_2019,Broken Head -28.7431497_and_153.6009664,longitude (deg),153.6009664
Baker_2019,Broken Head -28.7431714_and_153.6008447,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7431714_and_153.6008447,latitude (deg),-28.7431714
Baker_2019,Broken Head -28.7431714_and_153.6008447,longitude (deg),153.6008447
Baker_2019,Broken Head -28.7432531_and_153.6016081,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7432531_and_153.6016081,latitude (deg),-28.7432531
Baker_2019,Broken Head -28.7432531_and_153.6016081,longitude (deg),153.6016081
Baker_2019,Broken Head -28.7432797_and_153.6004031,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7432797_and_153.6004031,latitude (deg),-28.7432797
Baker_2019,Broken Head -28.7432797_and_153.6004031,longitude (deg),153.6004031
Baker_2019,Broken Head -28.7433667_and_153.6018364,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7433667_and_153.6018364,latitude (deg),-28.7433667
Baker_2019,Broken Head -28.7433667_and_153.6018364,longitude (deg),153.6018364
Baker_2019,Broken Head -28.74352_and_153.5978083,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.74352_and_153.5978083,latitude (deg),-28.74352
Baker_2019,Broken Head -28.74352_and_153.5978083,longitude (deg),153.5978083
Baker_2019,Broken Head -28.7436131_and_153.6020667,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7436131_and_153.6020667,latitude (deg),-28.7436131
Baker_2019,Broken Head -28.7436131_and_153.6020667,longitude (deg),153.6020667
Baker_2019,Broken Head -28.7440583_and_153.5963133,description,"Foothills adjoining sandplain approximately 200m east of Byron Bay Road, Broken Head. Eucalyptus, Melaleuca dominated open-forest on metasediments."
Baker_2019,Broken Head -28.7440583_and_153.5963133,latitude (deg),-28.7440583
Baker_2019,Broken Head -28.7440583_and_153.5963133,longitude (deg),153.5963133
Baker_2019,East Ballina -28.8589667_and_153.5915833,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8589667_and_153.5915833,latitude (deg),-28.8589667
Baker_2019,East Ballina -28.8589667_and_153.5915833,longitude (deg),153.5915833
Baker_2019,East Ballina -28.8590047_and_153.5894,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8590047_and_153.5894,latitude (deg),-28.8590047
Baker_2019,East Ballina -28.8590047_and_153.5894,longitude (deg),153.5894
Baker_2019,East Ballina -28.8590631_and_153.5916283,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8590631_and_153.5916283,latitude (deg),-28.8590631
Baker_2019,East Ballina -28.8590631_and_153.5916283,longitude (deg),153.5916283
Baker_2019,East Ballina -28.859075_and_153.59198,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.859075_and_153.59198,latitude (deg),-28.859075
Baker_2019,East Ballina -28.859075_and_153.59198,longitude (deg),153.59198
Baker_2019,East Ballina -28.8590864_and_153.5919631,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8590864_and_153.5919631,latitude (deg),-28.8590864
Baker_2019,East Ballina -28.8590864_and_153.5919631,longitude (deg),153.5919631
Baker_2019,East Ballina -28.8591033_and_153.5917364,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8591033_and_153.5917364,latitude (deg),-28.8591033
Baker_2019,East Ballina -28.8591033_and_153.5917364,longitude (deg),153.5917364
Baker_2019,East Ballina -28.8591131_and_153.5916447,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8591131_and_153.5916447,latitude (deg),-28.8591131
Baker_2019,East Ballina -28.8591131_and_153.5916447,longitude (deg),153.5916447
Baker_2019,East Ballina -28.85922_and_153.5914617,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.85922_and_153.5914617,latitude (deg),-28.85922
Baker_2019,East Ballina -28.85922_and_153.5914617,longitude (deg),153.5914617
Baker_2019,East Ballina -28.8592614_and_153.588195,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8592614_and_153.588195,latitude (deg),-28.8592614
Baker_2019,East Ballina -28.8592614_and_153.588195,longitude (deg),153.588195
Baker_2019,East Ballina -28.8593047_and_153.5915214,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8593047_and_153.5915214,latitude (deg),-28.8593047
Baker_2019,East Ballina -28.8593047_and_153.5915214,longitude (deg),153.5915214
Baker_2019,East Ballina -28.8593367_and_153.5920717,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8593367_and_153.5920717,latitude (deg),-28.8593367
Baker_2019,East Ballina -28.8593367_and_153.5920717,longitude (deg),153.5920717
Baker_2019,East Ballina -28.859375_and_153.5885,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.859375_and_153.5885,latitude (deg),-28.859375
Baker_2019,East Ballina -28.859375_and_153.5885,longitude (deg),153.5885
Baker_2019,East Ballina -28.8594297_and_153.5912331,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8594297_and_153.5912331,latitude (deg),-28.8594297
Baker_2019,East Ballina -28.8594297_and_153.5912331,longitude (deg),153.5912331
Baker_2019,East Ballina -28.8594467_and_153.5910031,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8594467_and_153.5910031,latitude (deg),-28.8594467
